Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,baseline_price,competitor_price,Driver_to_Rider_Ratio,Rider_Driver_Ratio,Inventory_Health_Index,Cost_per_Min,Loyalty_Score,Supply_Tightness,Vehicle_Factor,Peak,p_complete,price
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,829.5343798843528,871.0110988785705,0.38095236281179223,2.6249996718750412,0.36363636363636365,4.71326349529028,0.6899999931,2.6249996718750412,1.5,0,0.38095236281179223,1570.930691077353
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,418.815349545453,439.7561170227257,0.49999999285714297,1.9999999428571447,0.49295774647887325,3.8779198672919732,0.3499999965,1.9999999428571447,1.5,1,0.49999999285714297,753.8676255919696
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,233.21310275336955,244.87375789103805,0.18918918407596802,5.285713530612353,0.18421052631578946,3.761501596643032,0.0099999999,5.285713530612353,1.0,1,0.18918918407596802,356.482868027327
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,701.141472496938,736.198546121785,0.36666665444444485,2.7272724793388656,0.3548387096774194,4.523493341764159,0.9299999907000002,2.7272724793388656,1.5,1,0.36666665444444485,1338.5427850550109
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,388.72966746525947,408.16615083852247,0.3437499946289064,2.90909077685951,0.3384615384615385,3.3802579485652307,0.2599999974,2.90909077685951,1.5,1,0.3437499946289064,752.7219847451169
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,528.60807288888,555.038476533324,0.5749999856250004,1.7391303591682452,0.5609756097560976,2.969708257972875,0.05999999940000001,1.7391303591682452,1.0,1,0.5749999856250004,620.5399076551272
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,382.03843862699455,401.1403605583443,0.64285711989796,1.5555554691358071,0.6206896551724138,4.152591679069596,0.9999999900000002,1.5555554691358071,1.5,0,0.64285711989796,662.1999553344407
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,587.331264277609,616.6978274914894,0.22352940913494815,4.473683975069264,0.22093023255813954,3.581288174977566,0.1699999983,4.473683975069264,1.0,0,0.22352940913494815,850.0847107832
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,167.7398193291184,176.12681029557433,0.8369565126417771,1.1948051792882444,0.8279569892473119,3.5689322502167267,0.9999999900000002,1.1948051792882444,1.0,1,0.8369565126417771,187.78145981984892
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,304.8360144837103,320.0778152078958,0.6021505311596718,1.660714256058674,0.5957446808510638,3.544604778361692,0.5599999944,1.660714256058674,1.5,1,0.6021505311596718,533.1908489775465
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,354.1540979676975,371.8618028660824,0.6944444251543216,1.4399999424000023,0.6756756756756757,2.9029024185638943,0.2599999974,1.4399999424000023,1.0,0,0.6944444251543216,405.15228603511844
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,250.4603273046531,262.98334366988576,0.5319148879583523,1.8799999624000008,0.5263157894736842,5.111435146800367,0.8799999912000002,1.8799999624000008,1.5,1,0.5319148879583523,446.3203018442956
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,495.2197782062817,519.9807671165959,0.2962962853223598,3.374999578125053,0.2857142857142857,2.9653878756939753,0.4799999952000001,3.374999578125053,1.0,0,0.2962962853223598,662.35643245882
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,301.5483736351267,316.62579231688306,0.4767441805029747,2.0975609244497337,0.47126436781609193,4.434534841185175,0.9599999904000002,2.0975609244497337,1.5,0,0.4767441805029747,547.1999732579517
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,433.03454356764814,454.6862707460306,0.49999997727272827,1.9999998181818348,0.4782608695652174,4.287470685942351,0.3899999961,1.9999998181818348,1.0,1,0.49999997727272827,519.6414444078232
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,671.4712089285143,705.0447693749401,0.5894736780055403,1.6964285411352047,0.5833333333333334,4.567831322181517,0.8599999914,1.6964285411352047,1.5,0,0.5894736780055403,1178.0722518993052
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,49.71329085631081,52.198955399126355,0.898989889909193,1.112359538063376,0.89,3.1070804843268953,0.6299999937,1.112359538063376,1.0,0,0.898989889909193,55.24319618156443
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,408.129769999122,428.53625849907814,0.36363634710743875,2.749999656250043,0.34782608695652173,3.345325956178656,0.0399999996,2.749999656250043,1.0,0,0.36363634710743875,520.3654427194215
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,329.4837131421355,345.9578987992423,0.8499999915,1.176470574394464,0.8415841584158416,2.9953064558802645,0.5899999941,1.176470574394464,1.0,1,0.8499999915,368.2465024675304
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,383.3178042225475,402.48369443367494,0.6229508094598228,1.6052631156509707,0.6129032258064516,4.914330760361754,0.9999999900000002,1.6052631156509707,1.5,1,0.6229508094598228,667.2755962374375
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,313.06815696851334,328.721564816939,0.5454545289256204,1.833333231481487,0.5294117647058824,2.981601466542018,0.0699999993,1.833333231481487,1.0,1,0.5454545289256204,370.4639825574171
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,706.6896358975697,742.0241176924483,0.5641025496383962,1.772727192148764,0.55,4.15699783376807,0.6299999937,1.772727192148764,1.5,1,0.5641025496383962,1247.9496439411541
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,142.6153122038585,149.74607781405143,0.1351351314828343,7.399998520000296,0.13157894736842105,5.485204104563631,0.7499999925,7.399998520000296,1.5,1,0.1351351314828343,372.2259331914778
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,708.8224028092762,744.26352294974,0.5578947309695291,1.7924527963688153,0.5520833333333334,4.486217710905434,0.05999999940000001,1.7924527963688153,1.5,0,0.5578947309695291,1253.813208920567
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,593.065918046481,622.7192139488051,0.21428570663265334,4.6666658888890185,0.20689655172413793,3.5301542530733734,0.5399999946,4.6666658888890185,1.5,0,0.21428570663265334,1304.7449505112459
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,604.3834014812801,634.6025715553441,0.25757575367309465,3.8823527128027813,0.2537313432835821,4.348081993764015,0.8399999916,3.8823527128027813,1.0,1,0.25757575367309465,839.0263553126621
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,100.2582627032478,105.27117583841019,0.18333333027777785,5.454544958677731,0.18032786885245902,3.856086878736958,0.1799999982,5.454544958677731,1.0,1,0.18333333027777785,154.94458284262657
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,685.7612504810801,720.0493130051341,0.36170212381167954,2.764705801038065,0.35789473684210527,4.424266103592348,0.9899999901000002,2.764705801038065,1.5,0,0.36170212381167954,1313.031091821444
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,446.41301231617626,468.7336629319851,0.19047618745275893,5.249999562500037,0.1875,3.1886643509107993,0.5399999946,5.249999562500037,1.5,1,0.19047618745275893,1021.1697363774018
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,291.107936848218,305.6633336906289,0.21052631024930765,4.749999406250074,0.20512820512820512,3.8814391062237186,0.5899999941,4.749999406250074,1.5,1,0.21052631024930765,644.0762843498849
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,193.64239387562827,203.3245135694097,0.5999999828571434,1.666666587301591,0.5833333333333334,5.378955236018696,0.1299999987,1.666666587301591,1.5,0,0.5999999828571434,338.874186977083
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,304.52612995371493,319.7524364514007,0.771084328059225,1.2968749797363286,0.7619047619047619,2.79381768036603,0.7799999922,1.2968749797363286,1.0,1,0.771084328059225,344.0193618150056
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,386.834933294766,406.1766799595043,0.22580644797086374,4.428571112244921,0.2222222222222222,4.550999161691375,0.3299999967,4.428571112244921,1.5,0,0.22580644797086374,837.2213015616078
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,230.83258579661484,242.3742150864456,0.5454545392561985,1.8333332951388899,0.5393258426966292,2.5090498183430983,0.5199999948,1.8333332951388899,1.0,1,0.5454545392561985,273.1518923110087
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,333.9106726820272,350.6062063161286,0.16176470350346026,6.181817619834762,0.15942028985507245,3.590437302060107,0.8899999911000002,6.181817619834762,1.0,1,0.16176470350346026,540.3281606656906
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,353.8098038704909,371.50029406401546,0.7619047528344672,1.3124999794921879,0.7529411764705882,3.5738363666328743,0.3399999966,1.3124999794921879,1.5,1,0.7619047528344672,600.3710098543595
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,293.19813425701705,307.8580409698679,0.24999999375000018,3.99999960000004,0.24390243902439024,3.711368741084156,0.599999994,3.99999960000004,1.5,1,0.24999999375000018,615.7160643478496
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,447.083068843808,469.4372222859984,0.21505376112845417,4.649999767500011,0.2127659574468085,3.104743512076837,0.3799999962,4.649999767500011,1.5,0,0.21505376112845417,982.4650281922468
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,584.888884974888,614.1333292236325,0.7719298110187752,1.2954545160123974,0.7586206896551724,3.8228031447848685,0.7799999922,1.2954545160123974,1.0,1,0.7719298110187752,660.6585797155054
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,488.1872511532145,512.5966137108752,0.2388059665849856,4.187499738281266,0.23529411764705882,3.2545816526575524,0.23999999760000004,4.187499738281266,1.5,1,0.2388059665849856,1038.9234746952723
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,246.7577555097292,259.09564328521566,0.23529411418685128,4.249999734375017,0.2318840579710145,3.204646133832248,0.9099999909000002,4.249999734375017,1.0,1,0.23529411418685128,351.62979504686166
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,312.1731588463509,327.78181678866844,0.578947353185596,1.727272648760334,0.5641025641025641,3.001664960045057,0.599999994,1.727272648760334,1.5,0,0.578947353185596,549.1409621123888
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,576.281119337865,605.0951753047583,0.5714285597667641,1.7499999375000022,0.56,3.3504716045778684,0.6099999939,1.7499999375000022,1.5,1,0.5714285597667641,1015.6954674303518
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,381.391205400882,400.4607656709261,0.6020408101832571,1.6610169209997132,0.5959595959595959,3.8139120158696995,0.5499999945,1.6610169209997132,1.0,0,0.6020408101832571,444.7409299700162
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,543.7702542024564,570.9587669125792,0.19148935762788602,5.2222216419753735,0.1875,3.8565265981980836,0.3799999962,5.2222216419753735,1.0,0,0.19148935762788602,827.7391331783083
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,472.5224037960476,496.14852398585003,0.4074073923182447,2.454545231404979,0.39285714285714285,3.4490686156713797,0.9699999903000002,2.454545231404979,1.5,1,0.4074073923182447,882.7577476395124
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,286.05897011629656,300.36191862211143,0.4915254153978743,2.034482688466114,0.48333333333333334,3.2506700780184827,0.6799999932,2.034482688466114,1.5,1,0.4915254153978743,516.3857585617525
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,88.95619552388446,93.4040053000787,0.3571428507653063,2.799999860000007,0.3508771929824561,3.558247678625471,0.7399999926,2.799999860000007,1.0,1,0.3571428507653063,113.86392902518543
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,646.9811778631195,679.3302367562754,0.7799999844000004,1.2820512491781733,0.7647058823529411,4.792453133856788,0.6199999938,1.2820512491781733,1.5,0,0.7799999844000004,1094.891220885806
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,292.9246564000302,307.5708892200317,0.3978494580876403,2.5135134455807178,0.39361702127659576,3.8542717440231375,0.3699999963,2.5135134455807178,1.0,1,0.3978494580876403,366.55166264038894
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,395.769846813748,415.55833915443543,0.47826085916824224,2.090908995867773,0.46808510638297873,3.957698428560496,0.9699999903000002,2.090908995867773,1.0,0,0.47826085916824224,478.5217201133556
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,279.6798100890559,293.6638005935087,0.33928570822704096,2.947368265927986,0.3333333333333333,3.252090777174013,0.1599999984,2.947368265927986,1.5,1,0.33928570822704096,543.1676246651712
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,192.50297743378897,202.12812630547842,0.4324324207450697,2.312499855468759,0.42105263157894735,4.184847244542212,0.0799999992,2.312499855468759,1.0,1,0.4324324207450697,237.01928818308326
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,351.77029329216225,369.35880795677036,0.6823529331487891,1.4655172161117722,0.6744186046511628,3.8235901029192627,0.8499999915,1.4655172161117722,1.5,1,0.6823529331487891,604.984253078696
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,555.4019371049674,583.1720339602158,0.2592592496570648,3.857142306122528,0.25,4.6283494373051495,0.8899999911000002,3.857142306122528,1.5,0,0.2592592496570648,1154.442551933947
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,395.3781570382596,415.1470648901726,0.36363635537190103,2.7499998281250106,0.35555555555555557,3.240804539323402,0.3099999969,2.7499998281250106,1.5,1,0.36363635537190103,756.160715142329
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,261.5103067801241,274.58582211913034,0.6799999909333335,1.4705882064590547,0.6710526315789473,3.9622773154219213,0.6799999932,1.4705882064590547,1.5,0,0.6799999909333335,449.95155612293706
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,397.5648404411393,417.44308246319633,0.5238094988662143,1.909090735537206,0.5,3.8598527823425877,0.4599999954000001,1.909090735537206,1.0,0,0.5238094988662143,473.46357580729
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,735.2764383329761,772.0402602496249,0.6904761740362816,1.4482758121284203,0.6744186046511628,4.805728323707502,0.6699999933,1.4482758121284203,1.5,0,0.6904761740362816,1262.6471196293019
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,289.4570095389695,303.929860015918,0.599999976000001,1.666666555555563,0.5769230769230769,3.0793298559536133,0.9999999900000002,1.666666555555563,1.5,1,0.599999976000001,506.5497618689134
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,97.6750013649232,102.55875143316936,0.6865671539318335,1.4565217074669194,0.6764705882352942,3.05234369726811,0.9199999908000002,1.4565217074669194,1.0,0,0.6865671539318335,111.90157734141037
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702555,197.46392160702555,207.33711768737683,0.20689654458977433,4.833332527777912,0.2,3.949278353154944,0.23999999760000004,4.833332527777912,1.0,0,0.20689654458977433,292.904801143608
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,762.8822843495781,801.026398567057,0.699999993,1.4285714081632657,0.693069306930693,4.568157363960603,0.4199999958,1.4285714081632657,1.5,1,0.699999993,1307.79819940678
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,512.44939271165,538.0718623472326,0.2702702629656686,3.699999630000037,0.2631578947368421,3.5835621617348803,0.2699999973,3.699999630000037,1.0,0,0.2702702629656686,702.0556490543349
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,484.4661863877365,508.68949570712334,0.45161288865764876,2.2142855561224604,0.4375,4.703555161982344,0.3699999963,2.2142855561224604,1.5,1,0.45161288865764876,887.6112514238193
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,353.01840875622844,370.6693291940399,0.24489795418575605,4.083332993055584,0.24,4.202600054209862,0.299999997,4.083332993055584,1.5,0,0.24489795418575605,745.7513704788861
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,539.7316715337728,566.7182551104614,0.4523809416099776,2.2105261994459893,0.4418604651162791,3.748136581844696,0.5599999944,2.2105261994459893,1.5,1,0.4523809416099776,988.5611573900865
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,114.16365482248573,119.87183756361001,0.08196721177102932,12.199997560000488,0.08064516129032258,3.9366776167520037,0.4799999952000001,12.199997560000488,1.0,0,0.08196721177102932,253.44328584999212
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,521.4080460440558,547.4784483462587,0.2916666545138894,3.42857093877558,0.28,3.085254692063912,0.8499999915,3.42857093877558,1.0,1,0.2916666545138894,700.1764934350969
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,450.3878805106937,472.90727453622844,0.4999999750000012,1.99999980000002,0.47619047619047616,3.6616900556829566,0.1799999982,1.99999980000002,1.5,1,0.4999999750000012,810.6981714076137
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,82.69156896202661,86.82614741012794,0.4090908904958686,2.4444441728395367,0.391304347826087,8.269156069287055,0.3599999964,2.4444441728395367,1.5,1,0.4090908904958686,154.35759202686762
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278115731,34.57409278115731,36.30279742021518,0.8877550929820909,1.1264367686616463,0.8787878787878788,2.6595453939701477,0.5899999941,1.1264367686616463,1.0,0,0.8877550929820909,38.46864571633879
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879088473,535.1718879088473,561.9304823042897,0.4666666511111116,2.1428569897959293,0.45161290322580644,3.6406250630491312,0.6399999936,2.1428569897959293,1.0,0,0.4666666511111116,649.851569983623
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668412356,333.4011668412356,350.0712251832974,0.4062499873046879,2.461538272189364,0.3939393939393939,3.003614088627221,0.7499999925,2.461538272189364,1.5,1,0.4062499873046879,623.2037100876973
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388198801664,179.8388198801664,188.83076087417473,0.5454545206611581,1.8333331805555684,0.5217391304347826,5.138251849768987,0.4899999951000001,1.8333331805555684,1.5,1,0.5454545206611581,319.2139011659894
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178461052,241.9912178461052,254.09077873841048,0.12903225598335072,7.7499990312501215,0.12698412698412698,3.722941755740976,0.1299999987,7.7499990312501215,1.5,1,0.12903225598335072,644.3015823509107
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924019288,369.3803924019288,387.84941202202526,0.5294117543252598,1.8888888189300437,0.5192307692307693,4.015004221597007,0.0799999992,1.8888888189300437,1.0,1,0.5294117543252598,439.15224171592837
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292247022,704.3001292247022,739.5151356859374,0.8705882250519033,1.14864863312637,0.8604651162790697,3.979096752800031,0.8199999918,1.14864863312637,1.5,1,0.8705882250519033,1177.7992009487552
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738288303,466.9720738288303,490.32067752027183,0.32142855994898,3.1111107654321373,0.3103448275862069,4.096246225724421,0.2599999974,3.1111107654321373,1.5,1,0.32142855994898,918.3783876500022
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164471941277,41.12164471941277,43.17772695538341,0.7526881639495897,1.328571409591837,0.7446808510638298,3.4268034410507777,0.2099999979,1.328571409591837,1.0,1,0.7526881639495897,46.58494886837327
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.02979977887577,404.02979977887577,424.2312897678196,0.24999999305555576,3.9999995555556054,0.24324324324324326,3.181336981082983,0.5299999947,3.9999995555556054,1.5,1,0.24999999305555576,848.4625526003223
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.75441798529033,423.75441798529033,444.9421388845549,0.27499999656250007,3.6363634710743873,0.2716049382716049,3.0053504608506376,0.1699999983,3.6363634710743873,1.0,0,0.27499999656250007,577.8469266121001
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.72466245477892,165.72466245477892,174.01089557751789,0.39999999333333347,2.4999998958333376,0.39344262295081966,3.6827701949335276,0.1799999982,2.4999998958333376,1.5,0,0.39999999333333347,310.7337395132628
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213877560842,578.8213877560842,607.7624571438884,0.463917520990541,2.1555555076543222,0.45918367346938777,3.833254198164437,0.8999999910000002,2.1555555076543222,1.5,0,0.463917520990541,1055.384326182988
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979183783,707.4493979183783,742.8218678142972,0.26415093841224646,3.785714015306142,0.25925925925925924,4.394095611952066,0.23999999760000004,3.785714015306142,1.5,0,0.26415093841224646,1462.904262000492
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.8095730212775,542.8095730212775,569.9500516723414,0.27848100913315177,3.5909089276859576,0.275,4.308012450105278,0.5299999947,3.5909089276859576,1.5,1,0.27848100913315177,1106.5913208012425
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900766589533,513.9900766589533,539.689580491901,0.5454545330578515,1.8333332569444476,0.5333333333333333,3.7517523569868683,0.5499999945,1.8333332569444476,1.5,0,0.5454545330578515,912.3323801801728
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.3556200090825,298.3556200090825,313.2734010095366,0.35294116608996573,2.833333097222242,0.34285714285714286,4.812187341885406,0.029999999700000005,2.833333097222242,1.5,1,0.35294116608996573,574.3345579507231
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701656673754,183.2701656673754,192.43367395074418,0.21818181421487612,4.583332951388921,0.21428571428571427,3.8181283718593133,0.9599999904000002,4.583332951388921,1.5,0,0.21818181421487612,400.90347689753133
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069201504469,468.3069201504469,491.7222661579693,0.5918367226155771,1.6896551141498235,0.58,2.926918232647054,0.3499999965,1.6896551141498235,1.5,1,0.5918367226155771,821.1519576192636
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368386397,220.4983368386397,231.52325368057168,0.7499999895833335,1.3333333086419759,0.7397260273972602,2.9797072143098986,0.6799999932,1.3333333086419759,1.0,0,0.7499999895833335,249.8981145393513
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.94661511348426,265.94661511348426,279.2439458691585,0.37499999479166674,2.6666665679012382,0.3698630136986301,3.7992373044892425,0.7599999924,2.6666665679012382,1.5,0,0.37499999479166674,505.2985647756704
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374116108,311.4894374116108,327.0639092821914,0.060606059993878185,16.499997250000458,0.06,2.7565436695138685,0.4899999951000001,16.499997250000458,1.0,0,0.060606059993878185,825.4469234811877
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765247827,647.8477765247827,680.2401653510219,0.47619045351474026,2.0999997900000213,0.45454545454545453,4.290382597578809,0.21999999780000004,2.0999997900000213,1.0,0,0.47619045351474026,783.8957959901852
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.9141419544756,383.9141419544756,403.1098490521994,0.4999999900000002,1.9999999200000032,0.49019607843137253,3.5879826015560097,0.8899999911000002,1.9999999200000032,1.0,0,0.4999999900000002,460.6969672740577
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.916185756397,557.916185756397,585.8119950442169,0.5737704823972052,1.742857093061226,0.5645161290322581,4.851445051347408,0.0399999996,1.742857093061226,1.5,0,0.5737704823972052,982.7295058864756
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960083986281,228.7960083986281,240.2358088185595,0.20833332465277812,4.799999040000192,0.2,3.268514359001625,0.5699999943,4.799999040000192,1.5,1,0.20833332465277812,507.9271056983357
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.76862211931405,237.76862211931405,249.65705322527975,0.5483870790842877,1.823529304498276,0.53125,4.323065778113605,0.7099999929,1.823529304498276,1.5,1,0.5483870790842877,421.689640697683
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874038526085,297.0874038526085,311.9417740452389,0.5714285551020413,1.7499999125000043,0.5555555555555556,2.5392085582341872,0.6199999938,1.7499999125000043,1.0,0,0.5714285551020413,349.0776969273003
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511066332,794.3231511066332,834.0393086619649,0.40540539992695407,2.466666584444447,0.4,4.437559478598177,0.9699999903000002,2.466666584444447,1.0,1,0.40540539992695407,990.2561885151682
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497971641384,563.8497971641384,592.0422870223454,0.6489361633091898,1.5409835812953512,0.6421052631578947,4.23947212725313,0.11999999880000002,1.5409835812953512,1.5,1,0.6489361633091898,976.1071877082054
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870734791633,339.2870734791633,356.2514271531215,0.24999999431818196,3.9999996363636696,0.24444444444444444,3.0844279126794127,0.3099999969,3.9999996363636696,1.5,0,0.24999999431818196,712.502835799677
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476553705649,248.9476553705649,261.3950381390931,0.4404761852324264,2.270270208911616,0.43529411764705883,3.6079369820670713,0.029999999700000005,2.270270208911616,1.5,1,0.4404761852324264,458.19824989077574
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999169939,279.2686999169939,293.2321349128436,0.44444442798353967,2.2499998125000156,0.42857142857142855,5.077612633443296,0.3899999961,2.2499998125000156,1.5,0,0.44444442798353967,513.1562282430448
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.04223833476908,145.04223833476908,152.29435025150755,0.6101694811835682,1.6388888433641988,0.6,5.801689301323191,0.4299999957,1.6388888433641988,1.5,1,0.6101694811835682,253.21957343566726
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259564507362,241.8259564507362,253.91725427327302,0.2439024360499703,4.09999979500001,0.24096385542168675,5.37391002392947,0.5899999941,4.09999979500001,1.5,1,0.2439024360499703,511.46189045715926
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.60985477056624,430.60985477056624,452.14034750909457,0.41666664930555625,2.399999760000024,0.4,4.439276807539066,0.23999999760000004,2.399999760000024,1.5,0,0.41666664930555625,800.9343143713
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.99370680056552,219.99370680056552,230.9933921405938,0.7976190381235829,1.2537313245711743,0.788235294117647,2.7159716553653563,0.4799999952000001,1.2537313245711743,1.0,1,0.7976190381235829,247.5750069430051
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586383836,366.7282586383836,385.0646715703028,0.17307691974852077,5.777777135802541,0.16981132075471697,3.59537504944126,0.23999999760000004,5.777777135802541,1.0,0,0.17307691974852077,578.6156734197369
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026432877,356.8814026432877,374.7254727754521,0.31578946537396146,3.1666664027777998,0.3076923076923077,3.2443763581719214,0.4399999956000001,3.1666664027777998,1.0,1,0.31578946537396146,469.8938373959592
